id,Date,MSFT,AMZN,TSLA,GOOGL,GOOG,UNH,JNJ,XOM,JPM,META,V,PG,NVDA,HD,CVX,LLY,MA,ABBV,PFE,MRK,PEP,BAC,KO,COST,AVGO,TMO,WMT,CSCO,MCD,ACN,ABT,DIS,DHR,WFC,BMY,LIN,NEE,TXN,ADBE,VZ,CMCSA,PM,COP,AMGN,RTX,HON,CRM
15,12/27/2018,96.93218231,73.08200073,21.07533264,52.64500046,52.19400024,231.6964722,114.6592102,55.20433426,85.86965942,134.5200043,128.597229,83.13859558,32.55222321,154.77388,91.18260956,105.1741791,184.6466675,74.06065369,35.10271835,63.86790466,97.71247101,22.24921036,41.94347,189.6813202,219.1834869,219.1696472,85.89317322,38.00232697,160.0614014,132.989502,66.24651337,105.2339096,100.0024872,40.5625267,44.44350815,146.4788971,39.53653717,84.22402954,225.1399994,45.97839737,31.61294746,53.90987778,54.23355103,169.0123749,60.36417007,121.3789978,135.1999969
16,12/28/2018,96.17534637,73.90100098,22.25799942,52.33399963,51.85400009,231.9508362,114.533226,54.58774185,85.68382263,133.1999969,127.5548782,82.37965393,33.16768265,154.6829834,90.62376404,106.3946609,182.1709137,75.05734253,35.19282532,63.85942841,98.55189514,22.2674675,41.65225601,190.5868988,221.5775757,220.5178223,86.39961243,37.87833405,159.9247589,132.4306946,66.67797852,106.0045013,100.3275986,40.7852478,44.91077805,146.3852844,39.66513443,84.22402954,223.1300049,46.07843018,31.50289536,54.38686752,53.74550629,169.3675995,60.1244545,120.6317291,134.6799927
17,12/31/2018,97.30579376,75.09850311,22.18666649,52.2480011,51.7804985,234.6636963,116.1350784,54.60376358,86.38289642,131.0899963,128.5290527,83.04824829,33.13044357,156.1369629,90.74053955,107.8107452,184.6075287,75.93872833,35.75808334,64.74059296,98.65906525,22.49570656,41.78462601,192.1622314,222.1804962,221.8461609,87.35616302,38.37429047,161.755722,133.5577545,67.84101868,108.3261261,101.5985641,41.05251694,45.82768631,146.1323853,39.91775894,84.84353638,226.2400055,46.87044525,31.40146065,53.97454834,54.33813095,172.8663025,60.77512741,121.8863831,136.9700012
18,1/2/2019,96.87468719,76.95649719,20.67466736,52.73400116,52.29249954,229.3604126,114.9651794,55.80489731,87.87836456,135.6799927,129.4836884,82.47002411,33.8054657,156.673111,92.32530212,107.0281677,185.6741791,73.5005188,35.43040085,64.0458374,97.58744812,22.78786469,41.41398621,193.1526794,221.5076904,217.5141144,87.5343399,38.03775406,160.3802032,133.1599884,65.18664551,107.6543427,99.01722717,41.81869125,46.22443008,147.2187195,39.00144196,84.79863739,224.5700073,46.70370102,31.69657135,54.41921616,55.23577499,170.4065247,61.81393814,121.6188736,135.5500031
19,1/3/2019,93.31085968,75.01399994,20.02400017,51.27349854,50.8030014,223.1057281,113.1383362,54.94808197,86.62944031,131.7400055,124.8175278,81.89178467,31.76304626,153.2199249,90.55703735,103.7021713,177.2975922,71.07878876,34.43915939,62.73255539,96.6765976,22.42267609,41.15808105,189.0587311,201.8043518,210.3270874,87.084198,36.65439606,159.3235168,128.6136475,62.11021423,105.0462112,96.17971802,41.48907471,40.09315872,142.6204987,38.90499496,79.79780579,215.6999969,46.87044525,31.94556808,53.71582794,54.18996811,167.8135834,59.06283951,119.9952011,130.3999939
20,1/4/2019,97.6506958,78.76950073,21.17933273,53.9034996,53.53549957,225.7150116,115.037178,56.97399902,89.82308197,137.9499969,130.194809,83.56323242,33.79803085,157.7726135,92.43373108,106.8232117,185.6937561,73.36872864,35.22559357,64.62197876,98.65906525,23.35390663,41.97876358,194.5487976,203.7877808,219.8337708,87.62812805,38.30550003,162.4025116,133.6146088,63.8829155,108.2866058,98.96795654,42.71849442,41.6659584,146.6849213,39.62149811,83.40701294,226.1900024,46.98717117,33.02455521,56.23021317,55.55822372,173.5500488,61.08335495,124.1927567,137.9600067
21,1/7/2019,97.77523804,81.47550201,22.3306675,53.79600143,53.41949844,226.1482849,114.2992325,57.27028656,89.88552856,138.0500031,132.542511,83.22895813,35.58731842,160.8804779,93.63484192,107.4008331,187.1224823,74.4395752,35.41401291,63.91026306,97.81069946,23.33564949,41.43164444,195.2657166,207.9380951,222.797821,88.659729,38.56431198,164.1697235,134.0787048,64.83963013,109.2251358,99.37192535,42.44233322,43.01661682,146.553833,39.56409073,84.84353638,229.2599945,47.28730392,32.67411804,54.50814819,55.31420898,175.8854675,61.05480576,124.8846741,142.2200012
22,1/8/2019,98.48416138,82.82900238,22.35666656,54.26850128,53.81399918,229.1719971,116.9540329,57.68668365,89.71601868,142.5299988,133.2634125,83.53612518,34.7013588,161.6528931,93.22611237,108.388382,188.4850311,74.78553009,35.57785416,64.38475037,98.74838257,23.28999901,41.8993454,196.7279053,206.2692566,227.9823914,89.27864075,38.87669373,164.5159149,137.4695129,64.06113434,110.0747528,101.9039917,42.35323334,42.64340591,148.108429,39.85344696,84.73578644,232.6799927,48.67123795,32.94155884,54.8719635,56.05498505,178.1409607,62.1563797,124.6263657,145.7200012
23,1/9/2019,99.8924408,82.97100067,22.56866646,54.08250046,53.73300171,229.5017242,116.0270691,57.99095917,89.56436157,144.2299957,134.8317566,82.17185211,35.38381577,163.3249359,94.47724915,109.1989288,191.9061432,72.33083344,35.5041275,63.89332581,95.98898315,23.5182476,41.09630585,198.0013428,215.1903839,234.3367615,88.98794556,38.66250229,164.2335052,138.1609497,65.13038635,111.3096619,102.820282,42.58486176,41.92365265,148.3987732,39.68120956,86.4057312,235.4299927,48.05881119,33.25511551,54.90431213,57.91129303,177.9278564,62.39609909,125.2075653,145.9900055
24,1/10/2019,99.25059509,82.81099701,22.99799919,53.94150162,53.51649857,230.6603546,116.7290268,57.69469452,89.55543518,144.1999969,135.0850525,82.37062836,36.04146576,162.7161102,94.627388,108.0157242,193.0628662,72.65209198,34.6603508,63.10534668,96.57837677,23.49085617,41.53753281,198.6994171,218.0214081,236.7852783,89.05358124,38.59109497,165.3812714,139.2501526,64.79270935,111.4380951,103.8055038,42.54032135,42.40349579,151.5735168,40.27830505,87.73448181,237.7700043,48.52213287,33.03377914,55.09834671,59.20981979,179.9791107,63.01824951,127.0803299,147.0399933
